Period,Ranking Date,Ranking Type,Category,Country,Rank,Rank Change,Channel Name,Profile Image,Views,Likes,Video Count,Tags,Type
주간,2025-12-05,인기순위,howto,한국,54,NEW,망구미,https://i.playboard.app/p/zEEMZ5EaDu0eIKdwUgIE6NmfXF03nfgg4eAWGBTImdC4hEwRGBpDPGsMkTwD_GKQIFxz4jYpMA/100x100.jpg,5340491,33000,0,"#코스트코추천템,#코스트코",channel_ranking
주간,2025-12-05,인기순위,howto,한국,55,-12,정앤수,https://i.playboard.app/p/BDojezEL7E0LXedjIezij0BeX-BKaO25QL1XJtGvBIOMUtZGOMK5-Q9G3OsBhpcLHPxXQM-mvQ/100x100.jpg,5290868,38000,0,"#쇼츠,#shorts",channel_ranking
주간,2025-12-05,인기순위,howto,한국,56,+155,인생갓템,https://i.playboard.app/p/2MhkS8nSTdtxgEIcV_6yHB608ZNBkyg4s08fdvbGlc3KNJLllc_cs4JYC9gNLpcBJFT_rOA-bQ/100x100.jpg,5188900,43000,0,"#추천템,#꿀템",channel_ranking
주간,2025-12-05,인기순위,howto,한국,57,-10,지식의 맛,https://i.playboard.app/p/ouX8gP0qyY79kUJcWKHKS56U5gxt3rMf4PHtSLIu5j6SOUv6ZALGlFKn8HRr362bP4TktnNFOF4/100x100.jpg,1132682,18000,1,"#노화,#건강",channel_ranking
주간,2025-12-05,인기순위,howto,한국,58,-37,1분미만,https://i.playboard.app/p/AIdro_lflZHQw_YjMVQf3B-cL2urOJU96zlUuUqCBEnXvYjOPt4/100x100.jpg,2749624,44000,225120,"#꿀팁,#1분미만",channel_ranking
주간,2025-12-05,인기순위,howto,한국,59,+30,청정원 푸드캐스트,https://i.playboard.app/p/AATXAJy0aJxthGbz9eysjwCa_dX_U5Dkq29biCCXJWFq/100x100.jpg,1105632,42,26824000,"#청정원,#저녁메뉴추천",channel_ranking
주간,2025-12-05,인기순위,howto,한국,60,-51,W컨셉,https://i.playboard.app/p/0xPJd8ZJq_xh1lrF3Qu4k4KVdbKkaYkPe85QC0kn0xFjKtNK-MYLa9x3BI0C809ChcLbGgnyTsM/100x100.jpg,1847124,0,679252,"#W컨셉,#WCONCEPT",channel_ranking
주간,2025-12-05,인기순위,howto,한국,61,NEW,제철이 보약이다,https://i.playboard.app/p/RaXLC-00k8SJDVPYOcIT0dO_kkt2_xeg9oDBLncJubFrai7Swyr8iO4M2vRMKu6_Uo4xzowwVA/100x100.jpg,4775503,56000,0,"#시니어,#제철이",channel_ranking
주간,2025-12-05,인기순위,howto,한국,62,-35,Home_Design_Note,https://i.playboard.app/p/u89PnKKOyOc_0PYke5V15CsChHIVfx5bDUC2ELniICap3o370M1-uDQB5suo23FlSI57jiU8_w/100x100.jpg,5062970,17000,40000,"#인테리어,#집꾸미기",channel_ranking
주간,2025-12-05,인기순위,howto,한국,63,-14,늘푸른 지혜의 숲,https://i.playboard.app/p/mefkMwDROtNhz7K98vtMAN2Shp8IWbCRvtwkaB2kvZ5TdgtQn5mieDYPCbGEfBPdCifGMsjozoA/100x100.jpg,5058216,12000,50000,"#명언,#좋은글",channel_ranking
주간,2025-12-05,인기순위,howto,한국,64,-4,백세만세장수하세,https://i.playboard.app/p/bWixTl0hXOlEjKDdG_cJ5qgSWEZlLeWs4gMLjqHz5yHIjV4nWQqsn5lRYhGw445cjxreukki/100x100.jpg,3780132,121000,46500,"#정부지원금,#노후준비",channel_ranking
주간,2025-12-05,인기순위,howto,한국,65,+248,썰리엉,https://i.playboard.app/p/Js7LueX5Jx5kwCEbmddgcYNK2XcfGLGD_0ZkMA358_8zSzsVXiw3eTi5bqNxxCm6lMkXZeJq/100x100.jpg,4728854,24000,70000,"#꿀팁,#요리꿀팁",channel_ranking
주간,2025-12-05,인기순위,howto,한국,66,+59,외줄집사 Singleline_cafe,https://i.playboard.app/p/q2d-DLtvnFVHM7i8NEGm9KCBL6vJjPAPUlQom0jylcQQm7LkX9tVJmA-Vsc4MgJVLLI3tdZ9/100x100.jpg,4559541,39000,0,"#외줄집사,#연유딸기",channel_ranking
주간,2025-12-05,인기순위,howto,한국,67,+1,숫자로 보는 세상,https://i.playboard.app/p/WQWsD-wxuyY3MLKSIeiHMQvUdSbsOkhG3tlIPiSRNU59ufhEbV_QG4ntIbTh-zrEQrKE90Qvb78/100x100.jpg,4909942,4,190000,"#좋은글,#월급",channel_ranking
주간,2025-12-05,인기순위,howto,한국,68,-27,쿡톡 (빛 & 소금),https://i.playboard.app/p/rl1g2JO8INHWp5GcqP3pekrYXYwGizarIwwXqBXe6OfbEVF8b3wlsCOVkpegG423IdainOWvDg/100x100.jpg,4241032,40000,0,"#레시피,#bbq",channel_ranking
주간,2025-12-05,인기순위,howto,한국,69,-6,응원극장 - 사연 라디오,https://i.playboard.app/p/61iEcwTvnUsff9c-dy0VvtGgoFYXvZmazgeYyancBWM3uN62czukrrTCUQGDJoDBAKgSpc9C5WU/100x100.jpg,3874727,77000,16000,"#시어머니,#며느리",channel_ranking
주간,2025-12-05,인기순위,howto,한국,70,+22,허들러스,https://i.playboard.app/p/8rtQ4gx4K1e2gyKPABQfbvlgSwyZ2REqs_VMVS9g5WtL-Jo0MGhrIkKW6iwbpQ5gqClr8vxx/100x100.jpg,4092762,49000,7506,"#자기계발,#비즈니스인사이트",channel_ranking
주간,2025-12-05,인기순위,howto,한국,71,-19,짤루루,https://i.playboard.app/p/2xImhBgBhJh4_wmIa9lCLn0mwr-yJQiObWm-TWcjAnfKmBQLN_JtkXogayX4eyw5ksPH-b3W/100x100.jpg,3971247,59000,219000,,channel_ranking
주간,2025-12-05,인기순위,howto,한국,72,+48,애주가TV참PD,https://i.playboard.app/p/AATXAJy4Qk1nOEKAYUThdD5WPa3pPbN0p2dYVfjHvZ1siA/100x100.jpg,1559044,12000,0,"#참피디,#갑각류",channel_ranking
주간,2025-12-05,인기순위,howto,한국,73,+9,레시피 읽어주는 여자,https://i.playboard.app/p/usrdz2akKmDiYH5MMLOKZk9LDSjCv-VX2dcpsAgKgryDchfpNZDbSYvN5-cAdGFKTIxMQEp0AEM/100x100.jpg,3948640,39000,348000,"#요리,#레시피",channel_ranking
주간,2025-12-05,인기순위,howto,한국,74,-2,채널아하: 채널A Health & Asset,https://i.playboard.app/p/Dp31VzId5QL-z1DnYI4r_8x3Oky5ofj6WrWZnmeAxpJGQvYKgIGQ4NAyiOX_nPGUik0L2FZRmw/100x100.jpg,2505088,12000,0,"#건강,#건강정보",channel_ranking
주간,2025-12-05,인기순위,howto,한국,75,-24,무한잉크가위손,https://i.playboard.app/p/2ATXF0INHKTxsZ6QdbofphpTX_4vnAViK8dpU-6ot_HfK4s0pAKh2_xAROvyT1eax2jrNSYG/100x100.jpg,4163976,16000,90000,"#가위손,#그림그리기",channel_ranking
주간,2025-12-05,인기순위,howto,한국,76,+66,빈이네 메이킹,https://i.playboard.app/p/954bec2e7720ea594be4ed8f31c831f8/100x100.jpg,4044395,21000,70000,"#99night,#99nightsintheforest",channel_ranking
주간,2025-12-05,인기순위,howto,한국,77,-35,행복한스픈 : 주식의정석,https://i.playboard.app/p/hjVXJF9uRzeBW88rQYhOV1OZYXZncGgI48Wc7nbsjalxaSRwmqnLE9PLdZBo0IIF34LceO5KZMs/100x100.jpg,4163184,8,40000,"#인생조언,#좋은글",channel_ranking
주간,2025-12-05,인기순위,howto,한국,78,-19,소탐대실,https://i.playboard.app/p/Ak4mEu9C_EXiOtuA1LeTDFHBZY7uhMxHXjl7ovEapJsI73FeGuvia3KaQniLf9N2S6qmc7oI/100x100.jpg,1215530,2,0,"#소탐대실,#shorts/",channel_ranking
주간,2025-12-05,인기순위,howto,한국,79,-41,다나와,https://i.playboard.app/p/_BjRcLV3ymtXJ8NVf61Nvr7VtMDDisALSqrZa8ULNDEmdMgCN8c5Smk4c2gtkCPWm-yA_XEF/100x100.jpg,4173049,89,374705,"#다나와,#가격비교",channel_ranking
주간,2025-12-05,인기순위,howto,한국,80,-41,AliceFunk 앨리스펑크,https://i.playboard.app/p/AAUvwni_wf8IFgznD2G4xgzYjxcgwkK-kUYZKTEa4foiYg/100x100.jpg,2535507,7,0,"#패션,#데일리룩",channel_ranking
주간,2025-12-05,인기순위,howto,한국,81,+88,자산곱하기,https://i.playboard.app/p/SeFyFL4A1P3-4uAzGqE7GhiVL9JI6hRz_GLX3eBrfa8tRfn82HCRvwq8veVo3pRbIPJiQVAjww/100x100.jpg,2829714,117000,849,,channel_ranking
주간,2025-12-05,인기순위,howto,한국,82,+163,효녀랑,https://i.playboard.app/p/JQrVz-KcMRxYADOxeHztGRsQ9iND4Tb2TjlWudTtSS0ZuBdc4QY3Hr88mtaO3657Ckfk4geXrw/100x100.jpg,3974864,13000,15100,"#효녀랑,#시니어건강",channel_ranking
주간,2025-12-05,인기순위,howto,한국,83,-67,식탁일기 table diary,https://i.playboard.app/p/0a1cd0bf9b1fbfd9a73eed3c40a33ba5/100x100.jpg,3401039,32000,90000,"#쇼츠,#홈베이킹",channel_ranking
주간,2025-12-05,인기순위,howto,한국,84,-13,언니선물,https://i.playboard.app/p/J4NhRC8XMVDt-N2Znhek20JwNCeod1aDESdkd9md3obML2iK98t9CFqT-WP82Zzbxg7PX7iT/100x100.jpg,3378456,65000,13,"#화장품,#뷰티",channel_ranking
주간,2025-12-05,인기순위,howto,한국,85,+68,머슬로그,https://i.playboard.app/p/yXBvghUMRMkBB_t97z6Lc9ACLWh1pwrVLEI7a20FyebOkojd-zclgtyHnGASZk8eHTycBkls2w/100x100.jpg,3610568,35000,0,"#헬스,#보디빌딩",channel_ranking
주간,2025-12-05,인기순위,howto,한국,86,+331,재공품,https://i.playboard.app/p/qdcAUw1UefbE_SdOl4qsTgoeOd4kmvBpxqR18Wuk9_-dvDWA25xGuAiWSassuYr6sPvMZ_Mf1w/100x100.jpg,3651520,30000,0,"#IVE,#아이브",channel_ranking
주간,2025-12-05,인기순위,howto,한국,87,+58,GoldenTime,https://i.playboard.app/p/yKNZmdinPdt57viz_tYbrdxbP7H1ARbVGifxCsXn58dc5lYXS2TRtyUvzXqvsn-MEM9L71NHtw/100x100.jpg,3811268,10000,1,"#50대,#60대",channel_ranking
주간,2025-12-05,인기순위,howto,한국,88,+3,엄마의손맛,https://i.playboard.app/p/AATXAJxy6wcNRpcYEfz2YyVX8_76zSzD4YLH1-9xSDyE6A/100x100.jpg,658537,10000,0,"#한식,#엄마의손맛",channel_ranking
주간,2025-12-05,인기순위,howto,한국,89,-34,귀곰,https://i.playboard.app/p/AATXAJwNDG4Cgz86kCxbg-VsRBrAju2G2aoRHGAXI5nC/100x100.jpg,691117,7,0,"#귀곰,#리뷰",channel_ranking
주간,2025-12-05,인기순위,howto,한국,90,+60,비트 BTE,https://i.playboard.app/p/1PGza17AqfMj5n1UT0bEFvBbUp2gXBbxeED_DFu_n5e0N7l3lBbFjD68tUglBZCbGmsuxJoYXg/100x100.jpg,2984604,27000,40000,"#남자뷰티,#메이크업",channel_ranking
주간,2025-12-05,인기순위,howto,한국,91,NEW,토스,https://i.playboard.app/p/5ebde43cb8d3ff0c3023ef3ee565bad6/100x100.jpg,1707805,1,30000,"#토스,#toss",channel_ranking
주간,2025-12-05,인기순위,howto,한국,92,-17,노하우플러스,https://i.playboard.app/p/ucGsM6BUHIVcGK8SpXwwO-dhvPMyhqn_kdvVe6m3eEVo972MQGjJ61EM9h4dv6E0sM8_dKoT/100x100.jpg,3364263,30000,0,"#시니어,#시니어정보",channel_ranking
주간,2025-12-05,인기순위,howto,한국,93,+371,시네마항공,https://i.playboard.app/p/fCAJIcPuYDbpyzJnzFlPxYdjYSvROffoKn8P_lLBdi4N6N2r76nXzaUDmROASSj8rgfcOUvnoUg/100x100.jpg,3103806,56000,0,"#쿠팡,#살림",channel_ranking
주간,2025-12-05,인기순위,howto,한국,94,+266,닥터창 피부과전문의,https://i.playboard.app/p/6RYkmPeSnsPgNZFIxRIYL0IztvjfZRW44mWwbe_qiqiIzMHpVRgomdqC1fTJUt_7HZjmS_lHcg/100x100.jpg,3541398,8,20000,"#피부과전문의,#피부관리",channel_ranking
주간,2025-12-05,인기순위,howto,한국,95,+446,다이브 아카이브,https://i.playboard.app/p/BgoHYLhcQx5dWiStvBgMvPoOG8PRc3v6PKxvGRf7PUX5YApsa4BnuxBKgIMzpcK8wS_N9qWYVA/100x100.jpg,3329451,29000,0,"#연예인,#아이돌",channel_ranking
주간,2025-12-05,인기순위,howto,한국,96,+536,DAYAHAND,https://i.playboard.app/p/cTie7nef9wQuP9pXcOsF1jimntwM2R2ae7wx7PSeOpTENZasUTBiZT8qYFKjV7cfH3ztGU68/100x100.jpg,3448099,13000,1,"#다야핸드,#코바늘",channel_ranking
주간,2025-12-05,인기순위,howto,한국,97,-39,감동꾸러미,https://i.playboard.app/p/0ASGL4h58JSfq2n9aHIJHVm_4cQIGUvI0Z7XgXEa6aHcAIG8eUPpxcEpCaPBjr2m1yO56F7z7w/100x100.jpg,3068882,49000,0,"#당뇨에좋은음식,#건강꾸러미",channel_ranking
주간,2025-12-05,인기순위,howto,한국,98,-34,공모주린이의 투자백서,"data:image/gif;base64,R0lGODlhAQABAIAAAP///wAAACH5BAEAAAAALAAAAAABAAEAAAICRAEAOw==",615918,9,49000,"#공모주,#주식",channel_ranking
주간,2025-12-05,인기순위,howto,한국,99,+233,보물상자,"data:image/gif;base64,R0lGODlhAQABAIAAAP///wAAACH5BAEAAAAALAAAAAABAAEAAAICRAEAOw==",3219279,30000,0,"#생활,#패션",channel_ranking
주간,2025-12-05,인기순위,howto,한국,100,0,RISABAE,"data:image/gif;base64,R0lGODlhAQABAIAAAP///wAAACH5BAEAAAAALAAAAAABAAEAAAICRAEAOw==",586369,28000,0,"#이사배,#risabae",channel_ranking
주간,2025-12-05,인기순위,education,한국,1,0,한국주택금융공사,https://i.playboard.app/p/DWHk3TkHExvPnIz8lqEMt6NpDAWkwK5HwU_cH4rpUlMHVMiW0hlzPBYRqoownkGFAB48Mwhx/100x100.jpg,10390190,674,215189,"#한국주택금융공사,#hf",channel_ranking
주간,2025-12-05,인기순위,education,한국,2,+3,서울경제TV,https://i.playboard.app/p/jGaTTyf2OG2Xje0ef4chQ-l3NSNfyVgIFaWqM2ayEpZne-r7Ft4VT7WiyyAvWy2c-Ued4DSqiQ/100x100.jpg,7498176,91000,0,"#SENTV,#서울경제TV",channel_ranking
주간,2025-12-05,인기순위,education,한국,3,0,theMEGASTUDY,https://i.playboard.app/p/AATXAJx3XCifXbU5MMUYEcdEOwZL03jCdENcMCBCwNMr/100x100.jpg,7644489,3,209356,"#메가스터디,#고등인강",channel_ranking
주간,2025-12-05,인기순위,education,한국,4,+5,달란트투자,https://i.playboard.app/p/9ea56265d39e4605638a99fc8f8117d1/100x100.jpg,5077312,116000,32000,"#경제,#재테크",channel_ranking
주간,2025-12-05,인기순위,education,한국,5,+11,셀럽뿅감독,https://i.playboard.app/p/X8Twz76Tepj-y7ECgPere0uuPX9NSKqLvFSb-81ZQ1ImIlSIibeh8M2NjhmMvnogNyf_rd5VdJ8/100x100.jpg,23239474,275000,0,"#동기부여,#명언",channel_ranking
주간,2025-12-05,인기순위,education,한국,6,0,삼프로TV 3PROTV,"data:image/gif;base64,R0lGODlhAQABAIAAAP///wAAACH5BAEAAAAALAAAAAABAAEAAAICRAEAOw==",3564597,55000,57000,"#주식,#투자",channel_ranking
주간,2025-12-05,인기순위,education,한국,7,+6,미미미누,"data:image/gif;base64,R0lGODlhAQABAIAAAP///wAAACH5BAEAAAAALAAAAAABAAEAAAICRAEAOw==",5883093,75000,0,"#미미미누,#미미미누 강의",channel_ranking
주간,2025-12-05,인기순위,education,한국,8,+1,비급칼잡이(BladeMan B),"data:image/gif;base64,R0lGODlhAQABAIAAAP///wAAACH5BAEAAAAALAAAAAABAAEAAAICRAEAOw==",14765631,416000,70000,"#kenjutsu,#katana",channel_ranking
주간,2025-12-05,인기순위,education,한국,9,+38,깨비키즈 [KEBIKIDS],"data:image/gif;base64,R0lGODlhAQABAIAAAP///wAAACH5BAEAAAAALAAAAAABAAEAAAICRAEAOw==",16527296,117000,122000,"#깨비키즈,#kebikids",channel_ranking
주간,2025-12-05,인기순위,education,한국,10,-8,베이비버스 -인기 동요・동화,"data:image/gif;base64,R0lGODlhAQABAIAAAP///wAAACH5BAEAAAAALAAAAAABAAEAAAICRAEAOw==",12509836,73000,2,"#베이비버스,#키키묘묘",channel_ranking
주간,2025-12-05,인기순위,education,한국,11,0,EBSCulture (EBS 교양),"data:image/gif;base64,R0lGODlhAQABAIAAAP///wAAACH5BAEAAAAALAAAAAABAAEAAAICRAEAOw==",3766292,32000,18100,"#ebs,#교양",channel_ranking
주간,2025-12-05,인기순위,education,한국,12,-8,코코비 - 인기 동요・동화,"data:image/gif;base64,R0lGODlhAQABAIAAAP///wAAACH5BAEAAAAALAAAAAABAAEAAAICRAEAOw==",14017996,0,81394000,"#코코비,#cocobi",channel_ranking
주간,2025-12-05,인기순위,education,한국,13,+2,룰루랄라,https://i.playboard.app/p/VZwFKiwLWT2BkJ3pFowdSYqVwXYWiie-0_63VQGrXOa5mwESuxHltld7ysOlQGXXn1do03l4/100x100.jpg,12138469,179000,0,"#League,#of",channel_ranking
주간,2025-12-05,인기순위,education,한국,14,+8,부읽남TV_내집마련부터건물주까지,https://i.playboard.app/p/YVgyZe175-BfqGiPUFccAuScDra7tjebtCUWknMRLPrmQb5u9_yqox8ZoLpauXAU-k4gnQTArw/100x100.jpg,2552104,38000,111199,"#부동산,#재테크",channel_ranking
주간,2025-12-05,인기순위,education,한국,15,+76,영화한입하실,https://yt3.googleusercontent.com/ytc/AIdro_nJcEDcr38Q0KjSJL5pfRfVjF7ZgvVghIfq2LfLG8ZgL_PJsmY,11786117,140000,0,,channel_ranking
주간,2025-12-05,인기순위,education,한국,16,-8,오선의 미국 증시 라이브,https://i.playboard.app/p/YEPH1dpVoDEvoBlh57B9N1wfuCKdxVgRvD4Tc9qRKWCrtr1elH63aS7WWQe-KK1ZYBQsBBzjG3I/100x100.jpg,2297365,30000,468000,"#나스닥,#달러",channel_ranking
주간,2025-12-05,인기순위,education,한국,17,+80,깨비증권 마블TV [KB증권],https://i.playboard.app/p/AAUvwnitX1uUM8PTKij92LHfPWqY1Tx9ORSAzYBJJYcR/100x100.jpg,2675889,5,1351,"#주식,#코스닥",channel_ranking
주간,2025-12-05,인기순위,education,한국,18,+15,OurEnglish,https://i.playboard.app/p/rYgTFEE-V4yHmOipw3-FQJAUU7gCRTVraazu1cdbt8qS6oIOsZ4fs3XmDbD0FgS_uSS6STajjA/100x100.jpg,10493284,70000,14000,"#english vocabulary,#compound words",channel_ranking
주간,2025-12-05,인기순위,education,한국,19,-1,이선생의 영상일기,https://i.playboard.app/p/QEzcpf2YWmrYFra8jutFnmnL-VzoXARYLxq1LpbstQbPYWv9h_vNEEwzP0ZSmQ2V11V-OgD9Kg/100x100.jpg,9595958,92000,16000,"#이선생의영상일기,#교육",channel_ranking
주간,2025-12-05,인기순위,education,한국,20,-8,우체국,https://i.playboard.app/p/AATXAJzTyRbUK9jgGjAWAeJttH3UrBaEHXv8eUNgmQ7NHQ/100x100.jpg,2146250,26,104894,"#우체국,#우정사업본부",channel_ranking
주간,2025-12-05,인기순위,education,한국,21,-1,멋쟁이사자처럼,https://i.playboard.app/p/-Og4w6N8RqHvsJGogIBUUBZDVgnlwFuxpjoslTZr-g-io3pT2UCKdkoaDPxHjTl31ViIK-W_PQ/100x100.jpg,4529935,5,275493,"#교육,#멋쟁이사자처럼",channel_ranking
주간,2025-12-05,인기순위,education,한국,22,+130,멘탈강화,https://i.playboard.app/p/IkPDvzc1w0W_6ASrlhAcTRz4j2mJYzMO6T-W1bH3dqqGAInP9JIsNSW_svWq401-WWMin_d8ScM/100x100.jpg,9052115,70000,1,"#공부자극,#명언",channel_ranking
주간,2025-12-05,인기순위,education,한국,23,+17,웅달 책방,https://i.playboard.app/p/W7cY0e9lLp45_AfdRvrhb2uDQkbeaXRJqkZf1LnBf-QA7GU7Z7pt0G2GdpgyFBSME6wQJlxqyw/100x100.jpg,2163206,38000,30000,"#비트코인,#미국",channel_ranking
주간,2025-12-05,인기순위,education,한국,24,-7,瞬知,https://i.playboard.app/p/6cjbaWOkhXoqwS5EE1pwibFfl3LtZh7aI1zJ1W0yM6vfLm5cNHL7tDKXZORCGPvIqzfMuqGG33k/100x100.jpg,8882348,43000,840302,"#感動,#ショート動画",channel_ranking
주간,2025-12-05,인기순위,education,한국,25,-4,언더스탠딩 : 세상의 모든 지식,https://i.playboard.app/p/Ru5m8GSNyh_hcAhZY0qs288msI9vnqJcEY_9QYGPi1ZbTrFxP1RU9dW2jjVUCy2jElRoSPWQ8w/100x100.jpg,1816534,28000,0,"#삼프로TV,#이프로",channel_ranking
주간,2025-12-05,인기순위,education,한국,26,+12,썰!프라이즈,https://i.playboard.app/p/zhamv0fUMwLZLh0KsFP7jP_v5F-q592do11f4hyCj_swIjE86EaMru8nDT0CDVr3dsRTNJYf/100x100.jpg,7427112,61000,0,"#쿠팡,#다이소",channel_ranking
주간,2025-12-05,인기순위,education,한국,27,+67,와이스트릿 - 지식과 자산의 복리효과,https://i.playboard.app/p/2m7A74j-Pf83ADbMrIasCv4JTU9eLT8D5jnBJ3jzqgA-sK0-_XoAeIPu7c_r7XWp4nHgz5Mm5A/100x100.jpg,1501287,35000,0,"#와이스트릿,#이대호",channel_ranking
주간,2025-12-05,인기순위,education,한국,28,+1,센서스튜디오,https://i.playboard.app/p/AAUvwni-Tmu-YCTVg6975GL0q29RtehZVS5WnLDqNp8JNA/100x100.jpg,1929103,40000,0,"#센서스튜디오,#정보",channel_ranking
주간,2025-12-05,인기순위,education,한국,29,-5,리틀신비🎵 | 키즈 율동 동요,https://i.playboard.app/p/afn7Aqr78LvTKNwjh-eB48wbxqUGdJKnEs1OLz0eEmgI8vi6WYp94L3eA1GHt9BEqTqBKXUMBg/100x100.jpg,7150868,42000,73826000,"#동요,#교육",channel_ranking
주간,2025-12-05,인기순위,education,한국,30,-3,증시각도기TV,https://i.playboard.app/p/mcmYlDjAsbOekVoYL95Uj_RZ0JRbxeQpkOUB9RYemuZ0ctsoEY_2g7cWPmVfYsffBVYZKLk3Eg/100x100.jpg,1082680,43000,0,"#증시각도기,#곽도기",channel_ranking
주간,2025-12-05,인기순위,education,한국,31,+48,성창힐_Growth.Creative.Healing,https://i.playboard.app/p/qWz3skC0R6wf7aJnFwpXJRO05e7xXwiH7pZazpbCu8UBwuSoATrGzrDbd6BjGF1sVj1ZHxis/100x100.jpg,5830047,93000,80000,"#창의,#성장",channel_ranking
주간,2025-12-05,인기순위,education,한국,32,-4,안전보건공단,https://i.playboard.app/p/3XZYvGVPXAcC02vgwUAwfD4pT2zNrhiNfe5ECIc7XwmC3eMDG10beS3tySsdKXm9hAN2y7rU/100x100.jpg,1895204,384,1,"#외국인,#외국어",channel_ranking
주간,2025-12-05,인기순위,education,한국,33,-7,핑크퐁 (인기 동요・동화),https://i.playboard.app/p/9RAss9-f7GxyNxy3CL737GUE4JcZB8NX6DFh2GlJGvbqCNdDWaAc-o9VXWtFF11B2xvgEo3f/100x100.jpg,4379053,25000,40000,"#pinkfong,#동요",channel_ranking
주간,2025-12-05,인기순위,education,한국,34,-3,캡틴플랜트,https://i.playboard.app/p/XrqnZzuXaI1bs7doP0Z6zgWPe6cpwxECuCvbv7TIO5j44dOvCZGtmwtL5o2YbIrgu5q2gp9g/100x100.jpg,6559061,39000,1,"#식물,#야채",channel_ranking
주간,2025-12-05,인기순위,education,한국,35,-1,디바제시카DeevaJessica,https://i.playboard.app/p/_vu7-aq_4rMG_4EoLf6J9-t-K5EM18HZNGoRyK7WJiD145fKSJbjJnMZp2ijT1DflsWvhJ_A/100x100.jpg,1246172,19000,0,"#토요미스테리,#무서운이야기",channel_ranking
주간,2025-12-05,인기순위,education,한국,36,+376,리아차차 LiaChaCha - 인기동요,https://i.playboard.app/p/MPPqno9ZqeGqy4e1Oy39rUrcmUvEZe0NOw_YtqIMufdbQyP00kwcjCocL4OYL4NNK2R_hdLz/100x100.jpg,6234647,39000,23316000,"#리아차차,#동요",channel_ranking
주간,2025-12-05,인기순위,education,한국,37,+40,주니토니 동요동화 - 키즈캐슬,https://i.playboard.app/p/1ZU56XX_e0Hcrl9jbqIxxPoC48yFvW3fatdjC3t66vFlDWXzyNjh2JesyQL9PGDkIQINmcKpqg/100x100.jpg,5676946,33000,5,"#주니토니,#인기동요",channel_ranking
주간,2025-12-05,인기순위,education,한국,38,+241,캠히어로,https://i.playboard.app/p/krrXaIJb_RwGQ6BY9Sf7S_8MPToS7QrvRh0F55LLmrtSRtBBu7US-67hQiza_IcJFEemF6Pb/100x100.jpg,5327375,122000,0,"#감동,#쇼츠",channel_ranking
주간,2025-12-05,인기순위,education,한국,39,NEW,고용노동부,https://i.playboard.app/p/23a25fbc50844b1c1092dcff817f1ce1/100x100.jpg,2060965,1,1,"#고용노동부,#노동부",channel_ranking
주간,2025-12-05,인기순위,education,한국,40,-8,경제 원탑,https://i.playboard.app/p/kbdawH4Gw0PGCfT21Q8iVIGrZnB5_0gV_B1xmckVi0i8rgWw0XBXJHByMmrc2jSk6Ps_hIha/100x100.jpg,1811670,30000,1,"#주식,#증시",channel_ranking
주간,2025-12-05,인기순위,education,한국,41,+90,플라톤 독서토론논술TV,https://i.playboard.app/p/b260d7802eb5f14907572fca2ef7e1ae/100x100.jpg,1212346,22,19962000,"#초등독서,#한솔플라톤",channel_ranking
주간,2025-12-05,인기순위,education,한국,42,+119,마이크임팩트,https://i.playboard.app/p/AATXAJzaFDciWz1FR63__iyYQvvM18l7UQgVqDF4O9k0JA/100x100.jpg,5787470,0,1,"#동기부여,#인생조언",channel_ranking
주간,2025-12-05,인기순위,education,한국,43,+14,Singaroo KIDS,https://i.playboard.app/p/Qzflt5ooi4IcjeFC_gKK6UdHUC_0t6gFcSJBwlOd5VSaT0LfHnDsejNdfdAcdO5QZrvineY5mVM/100x100.jpg,5528245,20000,0,"#kids,#preschool",channel_ranking
주간,2025-12-05,인기순위,education,한국,44,-34,요즘지식,https://i.playboard.app/p/Ij5-YTzK2x2cbZ0OpuSmo1Ua2UFo2yInq10sEA81vgUeBNVyQ4HNJB1RgJZ2nrcL60giQkN8/100x100.jpg,5280254,45000,0,,channel_ranking
주간,2025-12-05,인기순위,education,한국,45,+26,별별지구촌,https://i.playboard.app/p/grJgdTBbDqbj7GFtnfgdYCzTjTCnwiM-nF_V88ZVmvQgD3BejRzbdnG2W6r8MGb5Gf1xic9v5w/100x100.jpg,5298072,43000,99313000,"#해외근황,#지식정보",channel_ranking
주간,2025-12-05,인기순위,education,한국,46,+4,TomatoTV,https://i.playboard.app/p/QuOUM2WrwBFE2mQdXtEDGd-QjZgUCvTGB1bTCZk_d3LaunbrQ80nZ945XQtyaFB9HqrgCZCB/100x100.jpg,885126,23000,0,"#주식,#증권",channel_ranking
주간,2025-12-05,인기순위,education,한국,47,+79,유재미in영어,https://i.playboard.app/p/dXM87Ll5XYOFXFJ7t_WBdNZR5f-k-ruea_gj6gsVHAiixq2ef_nw2Q0fok7KnQzZCXv0uVHGzA/100x100.jpg,4861767,72000,26000,"#영어공부,#영어회화",channel_ranking
주간,2025-12-05,인기순위,education,한국,48,-6,티디키즈 (인기 동요・동화),https://i.playboard.app/p/404ee821169587b450d41f9115fdad73/100x100.jpg,4745567,27000,0,"#티디,#인기동요",channel_ranking
주간,2025-12-05,인기순위,education,한국,49,+2,삶의 지혜,https://i.playboard.app/p/G1FGVP9pmAlKtL_oPIPuej5BXFxCwXiZb_yY53kRR9yKrDMxUyzm7qRyyaFpWtmBMe7DWSml9U8/100x100.jpg,5319461,4,0,"#지혜,#인생조언",channel_ranking
